ID,campaign,wp_md,wp_pd,plot,date,rounded_time,height_m,dbh_2023_cm,diameter_m,crown_area_m2,crown_volume_m3,wind_problems,time,vpd16m,vpd42m,size_class
Control_216,May-23,-1.348333333,-0.07,Control,29/05/2023,29/05/2023 14:00,31.4940002,44.24507418,0.377695865,52.90526667,332.0454074,FALSE,29/05/2023 14:00,0.741118213,1.101647345,Emergent
Control_312,Jul-23,-1.333333333,-0.266666667,Control,13/07/2023,13/07/2023 13:00,26.85324931,28.64788976,0.251972336,75.57346098,225.9149319,FALSE,13/07/2023 13:00,0.756509806,1.008010169,Subcanopy
TFE_213,Oct-23,-1.333333333,-1.394444444,TFE,11/10/2023,11/10/2023 14:00,23.32100105,22.91831181,0.258461415,25.68634428,76.92666757,FALSE,11/10/2023 14:00,1.630475065,1.728064197,Subcanopy
Control_316,Dec-23,-1.326666667,-0.28,Control,13/12/2023,13/12/2023 12:00,32.91525173,60.16056849,0.648928949,149.4074071,515.7985331,FALSE,13/12/2023 12:00,0.961288778,1.173750037,Emergent
Control_264,Jul-23,-1.32,-0.26,Control,13/07/2023,13/07/2023 13:00,27.21600056,29.28450953,0.375361931,61.12434923,244.8962009,FALSE,13/07/2023 13:00,0.756509806,1.008010169,Subcanopy
Control_264,May-24,-1.319,-0.245333333,Control,28/05/2024,28/05/2024 12:00,27.21600056,29.28450953,0.375361931,61.12434923,244.8962009,FALSE,28/05/2024 12:00,0.622343994,0.286097324,Subcanopy
Control_315,Feb-24,-1.3,-0.273333333,Control,21/02/2024,21/02/2024 14:00,23.12274981,17.82535363,0.22291522,31.38010704,98.04178961,FALSE,21/02/2024 14:00,0.798058553,1.678902872,Subcanopy
TFE_116,Dec-23,-1.29,-0.48,TFE,14/12/2023,14/12/2023 12:00,25.59875107,24.82817112,0.269401064,26.76576336,140.6014033,FALSE,14/12/2023 12:00,0.838819971,0.891938612,Subcanopy
Control_279.1,May-24,-1.287666667,-0.379,Control,28/05/2024,28/05/2024 12:00,NA,NA,NA,NA,NA,NA,28/05/2024 12:00,0.622343994,0.286097324,Subcanopy
Control_262,May-24,-1.281666667,-0.249333333,Control,27/05/2024,27/05/2024 12:00,31.93949819,40.10704566,0.375059799,103.1624556,626.4038134,FALSE,27/05/2024 12:00,0.877905958,0.436707843,Emergent
Control_317,Dec-23,-1.28,-0.193666667,Control,13/12/2023,13/12/2023 12:00,25.32374978,20.53098766,0.107944219,24.08821987,79.50591984,FALSE,13/12/2023 12:00,0.961288778,1.173750037,Subcanopy
TFE_217,May-23,-1.275,-0.026666667,TFE,24/05/2023,24/05/2023 14:00,22.76125145,38.51549623,0.385238536,122.737432,639.7528176,FALSE,24/05/2023 14:00,0.857064603,0.925643741,Emergent
Control_312,Dec-23,-1.27,-0.456666667,Control,13/12/2023,13/12/2023 12:00,26.85324931,28.64788976,0.251972336,75.57346098,225.9149319,FALSE,13/12/2023 12:00,0.961288778,1.173750037,Subcanopy
TFE_207,Feb-24,-1.27,-0.11,TFE,22/02/2024,22/02/2024 13:00,31.322752,47.2690181,0.439832479,61.84123857,451.3141157,TRUE,22/02/2024 13:00,1.432109545,1.737777747,Emergent
Control_216,Jul-23,-1.268333333,-0.126333333,Control,14/07/2023,14/07/2023 14:00,31.4940002,44.24507418,0.377695865,52.90526667,332.0454074,FALSE,14/07/2023 14:00,1.258727284,1.530856732,Emergent
TFE_217,Jul-23,-1.266666667,-0.216666667,TFE,13/07/2023,13/07/2023 13:00,22.76125145,38.51549623,0.385238536,122.737432,639.7528176,FALSE,13/07/2023 13:00,0.756509806,1.008010169,Emergent
TFE_119,Feb-24,-1.263333333,-0.163333333,TFE,21/02/2024,21/02/2024 13:00,32.32624817,63.98028712,0.521288574,52.18206523,327.2041547,FALSE,21/02/2024 13:00,0.827869006,1.589891026,Emergent
Control_315,May-23,-1.255,-0.091666667,Control,24/05/2023,24/05/2023 13:00,23.12274981,17.82535363,0.22291522,31.38010704,98.04178961,FALSE,24/05/2023 13:00,1.16499138,1.418234851,Subcanopy
TFE_270,Dec-23,-1.253333333,-0.173333333,TFE,13/12/2023,13/12/2023 13:00,36.84549904,70.98310462,0.700049825,201.1289333,965.5815296,FALSE,13/12/2023 13:00,1.27951936,1.457018726,Emergent
TFE_78,Dec-23,-1.25,-0.27,TFE,13/12/2023,13/12/2023 12:00,26.21074867,NA,0.261152781,41.06460661,97.23915635,FALSE,13/12/2023 12:00,0.961288778,1.173750037,NA
Control_216,Dec-23,-1.233333333,-0.386666667,Control,14/12/2023,14/12/2023 13:00,31.4940002,44.24507418,0.377695865,52.90526667,332.0454074,FALSE,14/12/2023 13:00,0.893280874,0.869723047,Emergent
Control_249,Jul-23,-1.23,-0.116666667,Control,13/07/2023,13/07/2023 14:00,16.45674896,12.41408556,0.131373469,24.37456735,56.14485808,FALSE,13/07/2023 14:00,0.973053272,1.298836049,Subcanopy
TFE_111,May-24,-1.228666667,-0.707666667,TFE,27/05/2024,27/05/2024 13:00,30.24374771,50.92958179,0.514414347,129.8103211,574.4814587,TRUE,27/05/2024 13:00,1.063343721,0.735961157,Emergent
TFE_178,May-23,-1.225,-0.166666667,TFE,24/05/2023,24/05/2023 15:00,29.98249817,31.51267873,0.361348455,38.41297195,86.25094363,TRUE,24/05/2023 15:00,0.1685497,0.276881668,Emergent
TFE_200,Oct-23,-1.225,-0.466666667,TFE,11/10/2023,11/10/2023 12:00,31.02350044,34.37746771,0.338738517,51.39170094,209.499124,TRUE,11/10/2023 12:00,1.46906227,1.562696396,Emergent
TFE_207,Dec-23,-1.223333333,-0.136666667,TFE,13/12/2023,13/12/2023 13:00,31.322752,47.2690181,0.439832479,61.84123857,451.3141157,TRUE,13/12/2023 13:00,1.27951936,1.457018726,Emergent
TFE_214.3,Jul-23,-1.213333333,-0.316666667,TFE,13/07/2023,13/07/2023 13:00,11.04524994,13.36901522,0.184842731,8.71632214,16.22435103,FALSE,13/07/2023 13:00,0.756509806,1.008010169,Subcanopy
TFE_205,Dec-23,-1.213333333,-0.336666667,TFE,13/12/2023,13/12/2023 13:00,18.80849838,29.60281942,0.272970501,5.97779547,9.892845109,FALSE,13/12/2023 13:00,1.27951936,1.457018726,Subcanopy
Control_357,May-23,-1.208333333,-0.121666667,Control,24/05/2023,24/05/2023 12:00,23.23125076,15.91549431,0.150712333,35.82118108,124.8107955,FALSE,24/05/2023 12:00,0.666328099,1.118716065,Subcanopy
TFE_78,Feb-24,-1.206666667,-0.086666667,TFE,21/02/2024,21/02/2024 13:00,26.21074867,NA,0.261152781,41.06460661,97.23915635,FALSE,21/02/2024 13:00,0.827869006,1.589891026,NA
Control_256,Feb-24,-1.206666667,-0.163333333,Control,22/02/2024,22/02/2024 12:00,21.68350053,15.59718442,NA,NA,1446.539252,FALSE,22/02/2024 12:00,1.262228107,1.459456968,Subcanopy
TFE_200,Dec-23,-1.203333333,-0.413333333,TFE,14/12/2023,14/12/2023 13:00,31.02350044,34.37746771,0.338738517,51.39170094,209.499124,TRUE,14/12/2023 13:00,0.893280874,0.869723047,Emergent
Control_359,May-23,-1.2,-0.055,Control,24/05/2023,24/05/2023 13:00,31.85925174,34.69577759,0.345180311,74.13974446,257.1638195,FALSE,24/05/2023 13:00,1.16499138,1.418234851,Emergent
TFE_266,Oct-23,-1.2,-0.468333333,TFE,11/10/2023,11/10/2023 13:00,44.9327507,159.473253,1.604081822,467.0275502,NA,FALSE,11/10/2023 13:00,1.355952394,1.477382896,Emergent
Control_256,Dec-23,-1.193333333,-0.543333333,Control,14/12/2023,14/12/2023 13:00,21.68350053,15.59718442,NA,NA,1446.539252,FALSE,14/12/2023 13:00,0.893280874,0.869723047,Subcanopy
TFE_211,May-23,-1.183333333,-0.07,TFE,25/05/2023,25/05/2023 13:00,24.54899979,29.28450953,0.294218233,36.96572467,219.1200545,FALSE,25/05/2023 13:00,1.197202067,1.457526091,Subcanopy
Control_363,May-24,-1.181,-0.802333333,Control,27/05/2024,27/05/2024 14:00,32.89274931,64.6169069,0.628964233,118.3157548,558.8401691,FALSE,27/05/2024 14:00,1.214959297,1.058960156,Emergent
TFE_270,Oct-23,-1.178333333,-0.248333333,TFE,12/10/2023,12/10/2023 12:00,36.84549904,70.98310462,0.700049825,201.1289333,965.5815296,FALSE,12/10/2023 12:00,1.416383468,1.510949932,Emergent
Control_259,May-24,-1.156,-0.428,Control,28/05/2024,28/05/2024 12:00,36.93024898,77.34930234,0.759390633,221.3850336,796.3049753,FALSE,28/05/2024 12:00,0.622343994,0.286097324,Emergent
TFE_82,Dec-23,-1.153333333,-0.06,TFE,13/12/2023,13/12/2023 12:00,29.60674858,33.42253805,0.347894812,53.90296295,195.8465954,TRUE,13/12/2023 12:00,0.961288778,1.173750037,Emergent
TFE_178,May-24,-1.150333333,-0.385666667,TFE,27/05/2024,27/05/2024 13:00,29.98249817,31.51267873,0.361348455,38.41297195,86.25094363,TRUE,27/05/2024 13:00,1.063343721,0.735961157,Emergent
TFE_111,May-23,-1.141666667,-0.116666667,TFE,24/05/2023,24/05/2023 15:00,30.24374771,50.92958179,0.514414347,129.8103211,574.4814587,TRUE,24/05/2023 15:00,0.1685497,0.276881668,Emergent
Control_322,May-24,-1.135,-0.164666667,Control,28/05/2024,28/05/2024 13:00,26.70399976,26.41972055,0.24575698,50.00932,235.1934178,FALSE,28/05/2024 13:00,0.754405572,0.541860045,Subcanopy
Control_316,Jul-23,-1.13,-0.073333333,Control,13/07/2023,13/07/2023 14:00,32.91525173,60.16056849,0.648928949,149.4074071,515.7985331,FALSE,13/07/2023 14:00,0.973053272,1.298836049,Emergent
TFE_266,Jul-23,-1.13,-0.266666667,TFE,13/07/2023,13/07/2023 13:00,44.9327507,159.473253,1.604081822,467.0275502,NA,FALSE,13/07/2023 13:00,0.756509806,1.008010169,Emergent
TFE_121.1,Dec-23,-1.12,-0.7,TFE,13/12/2023,13/12/2023 14:00,15.55624962,14.96056465,0.204422035,23.12161109,69.45099341,FALSE,13/12/2023 14:00,1.482590227,1.667181727,Subcanopy
TFE_214.1,Jul-23,-1.11,-0.263333333,TFE,13/07/2023,13/07/2023 13:00,10.09950066,10.50422624,0.138686649,11.04288934,16.33655393,FALSE,13/07/2023 13:00,0.756509806,1.008010169,Subcanopy
Control_204,Dec-23,-1.103333333,-0.26,Control,13/12/2023,13/12/2023 13:00,31.78474832,52.83944111,0.507074208,100.9321944,551.3281761,FALSE,13/12/2023 13:00,1.27951936,1.457018726,Emergent
Control_220,May-24,-1.084333333,-0.147666667,Control,27/05/2024,27/05/2024 13:00,35.4775002,67.80000576,0.709960879,93.28377336,427.226148,FALSE,27/05/2024 13:00,1.063343721,0.735961157,Emergent
TFE_168,May-23,-1.083333333,-0.051666667,TFE,24/05/2023,24/05/2023 14:00,27.17225075,37.24225668,0.382537192,73.95437635,395.713524,FALSE,24/05/2023 14:00,0.857064603,0.925643741,Emergent
Control_220,Jul-23,-1.081,-0.127333333,Control,14/07/2023,14/07/2023 14:00,35.4775002,67.80000576,0.709960879,93.28377336,427.226148,FALSE,14/07/2023 14:00,1.258727284,1.530856732,Emergent
TFE_78,Oct-23,-1.076666667,-0.1,TFE,12/10/2023,12/10/2023 13:00,26.21074867,NA,0.261152781,41.06460661,97.23915635,FALSE,12/10/2023 13:00,1.429423249,1.642755751,NA
TFE_111,Jul-23,-1.074,-0.431666667,TFE,14/07/2023,14/07/2023 12:00,30.24374771,50.92958179,0.514414347,129.8103211,574.4814587,TRUE,14/07/2023 12:00,0.85745363,1.162955667,Emergent
Control_359,Feb-24,-1.07,-0.233333333,Control,21/02/2024,21/02/2024 13:00,31.85925174,34.69577759,0.345180311,74.13974446,257.1638195,FALSE,21/02/2024 13:00,0.827869006,1.589891026,Emergent
TFE_119,May-23,-1.067777778,-0.206666667,TFE,25/05/2023,25/05/2023 13:00,32.32624817,63.98028712,0.521288574,52.18206523,327.2041547,FALSE,25/05/2023 13:00,1.197202067,1.457526091,Emergent
Control_252,May-24,-1.059,-0.197666667,Control,27/05/2024,27/05/2024 13:00,36.68799996,106.9521218,1.024587987,264.6863763,1446.539252,FALSE,27/05/2024 13:00,1.063343721,0.735961157,Emergent
Control_262,Dec-23,-1.056666667,-0.236666667,Control,14/12/2023,14/12/2023 13:00,31.93949819,40.10704566,0.375059799,103.1624556,626.4038134,FALSE,14/12/2023 13:00,0.893280874,0.869723047,Emergent
Control_252,Oct-23,-1.05,-0.211666667,Control,11/10/2023,11/10/2023 13:00,36.68799996,106.9521218,1.024587987,264.6863763,1446.539252,FALSE,11/10/2023 13:00,1.355952394,1.477382896,Emergent
Control_359,Jul-23,-1.048166667,-0.339666667,Control,14/07/2023,14/07/2023 13:00,31.85925174,34.69577759,0.345180311,74.13974446,257.1638195,FALSE,14/07/2023 13:00,0.913994645,1.304349123,Emergent
TFE_266,Feb-24,-1.04,-0.17,TFE,22/02/2024,22/02/2024 13:00,44.9327507,159.473253,1.604081822,467.0275502,NA,FALSE,22/02/2024 13:00,1.432109545,1.737777747,Emergent
TFE_168,May-24,-1.038666667,-0.875,TFE,27/05/2024,27/05/2024 14:00,27.17225075,37.24225668,0.382537192,73.95437635,395.713524,FALSE,27/05/2024 14:00,1.214959297,1.058960156,Emergent
TFE_267,Jul-23,-1.033333333,-0.27,TFE,13/07/2023,13/07/2023 13:00,34.60675049,63.18451241,0.844033899,20.75329534,117.9592008,FALSE,13/07/2023 13:00,0.756509806,1.008010169,Emergent
Control_313,Feb-24,-1.033333333,-0.08,Control,21/02/2024,21/02/2024 13:00,27.08074951,22.44084698,0.227863043,48.02824972,288.3456931,FALSE,21/02/2024 13:00,0.827869006,1.589891026,Subcanopy
Control_316,Feb-24,-1.016666667,-0.283333333,Control,21/02/2024,21/02/2024 13:00,32.91525173,60.16056849,0.648928949,149.4074071,515.7985331,FALSE,21/02/2024 13:00,0.827869006,1.589891026,Emergent
TFE_116,Feb-24,-1.013333333,-0.38,TFE,23/02/2024,23/02/2024 12:00,25.59875107,24.82817112,0.269401064,26.76576336,140.6014033,FALSE,23/02/2024 12:00,0.803822574,1.048946117,Subcanopy
TFE_82,Oct-23,-1.01,-0.276666667,TFE,12/10/2023,12/10/2023 13:00,29.60674858,33.42253805,0.347894812,53.90296295,195.8465954,TRUE,12/10/2023 13:00,1.429423249,1.642755751,Emergent
Control_216,May-24,-1.004333333,-0.215333333,Control,27/05/2024,27/05/2024 12:00,31.4940002,44.24507418,0.377695865,52.90526667,332.0454074,FALSE,27/05/2024 12:00,0.877905958,0.436707843,Emergent
TFE_169,Feb-24,-1.003333333,-0.616666667,TFE,23/02/2024,23/02/2024 12:00,36.61975098,58.56901906,0.598824973,75.96887392,329.1544091,FALSE,23/02/2024 12:00,0.803822574,1.048946117,Emergent
Control_256,Jul-23,-0.993333333,-0.27,Control,13/07/2023,13/07/2023 14:00,21.68350053,15.59718442,NA,NA,1446.539252,FALSE,13/07/2023 14:00,0.973053272,1.298836049,Subcanopy
Control_252,Jul-23,-0.986666667,-0.13,Control,13/07/2023,13/07/2023 14:00,36.68799996,106.9521218,1.024587987,264.6863763,1446.539252,FALSE,13/07/2023 14:00,0.973053272,1.298836049,Emergent
TFE_266,May-24,-0.986333333,-0.431,TFE,27/05/2024,27/05/2024 13:00,44.9327507,159.473253,1.604081822,467.0275502,NA,FALSE,27/05/2024 13:00,1.063343721,0.735961157,Emergent
Control_279.1,May-23,-0.986111111,-0.07,Control,30/05/2023,30/05/2023 12:00,NA,NA,NA,NA,NA,NA,30/05/2023 12:00,0.767227892,1.067943306,Subcanopy
Control_316,May-23,-0.975,-0.043333333,Control,24/05/2023,24/05/2023 13:00,32.91525173,60.16056849,0.648928949,149.4074071,515.7985331,FALSE,24/05/2023 13:00,1.16499138,1.418234851,Emergent
Control_249,Dec-23,-0.97,-0.283333333,Control,14/12/2023,14/12/2023 13:00,16.45674896,12.41408556,0.131373469,24.37456735,56.14485808,FALSE,14/12/2023 13:00,0.893280874,0.869723047,Subcanopy
TFE_213,May-24,-0.958,-0.906,TFE,28/05/2024,28/05/2024 13:00,23.32100105,22.91831181,0.258461415,25.68634428,76.92666757,FALSE,28/05/2024 13:00,0.754405572,0.541860045,Subcanopy
Control_252,Feb-24,-0.953333333,-0.166666667,Control,22/02/2024,22/02/2024 12:00,36.68799996,106.9521218,1.024587987,264.6863763,1446.539252,FALSE,22/02/2024 12:00,1.262228107,1.459456968,Emergent
Control_312,May-23,-0.93,-0.07,Control,29/05/2023,29/05/2023 12:00,26.85324931,28.64788976,0.251972336,75.57346098,225.9149319,FALSE,29/05/2023 12:00,0.482514301,0.773049777,Subcanopy
Control_317,Jul-23,-0.926666667,-0.086666667,Control,13/07/2023,13/07/2023 14:00,25.32374978,20.53098766,0.107944219,24.08821987,79.50591984,FALSE,13/07/2023 14:00,0.973053272,1.298836049,Subcanopy
Control_256,May-23,-0.918333333,-0.07,Control,29/05/2023,29/05/2023 14:00,21.68350053,15.59718442,NA,NA,1446.539252,FALSE,29/05/2023 14:00,0.741118213,1.101647345,Subcanopy
TFE_178,Jul-23,-0.918,-0.398666667,TFE,14/07/2023,14/07/2023 12:00,29.98249817,31.51267873,0.361348455,38.41297195,86.25094363,TRUE,14/07/2023 12:00,0.85745363,1.162955667,Emergent
TFE_267,May-24,-0.916666667,-0.483333333,TFE,27/05/2024,27/05/2024 13:00,34.60675049,63.18451241,0.844033899,20.75329534,117.9592008,FALSE,27/05/2024 13:00,1.063343721,0.735961157,Emergent
TFE_121.1,Feb-24,-0.913333333,-0.123333333,TFE,21/02/2024,21/02/2024 14:00,15.55624962,14.96056465,0.204422035,23.12161109,69.45099341,FALSE,21/02/2024 14:00,0.798058553,1.678902872,Subcanopy
Control_218,Dec-23,-0.903333333,-0.213333333,Control,14/12/2023,14/12/2023 13:00,31.59500074,29.44366447,0.28632666,41.73885453,200.467685,FALSE,14/12/2023 13:00,0.893280874,0.869723047,Subcanopy
Control_315,May-24,-0.902,-0.393,Control,28/05/2024,28/05/2024 12:00,23.12274981,17.82535363,0.22291522,31.38010704,98.04178961,FALSE,28/05/2024 12:00,0.622343994,0.286097324,Subcanopy
TFE_207,May-23,-0.893888889,-0.046666667,TFE,24/05/2023,24/05/2023 15:00,31.322752,47.2690181,0.439832479,61.84123857,451.3141157,TRUE,24/05/2023 15:00,0.1685497,0.276881668,Emergent
TFE_116,Jul-23,-0.890333333,-0.053233333,TFE,15/07/2023,15/07/2023 12:00,25.59875107,24.82817112,0.269401064,26.76576336,140.6014033,FALSE,15/07/2023 12:00,0.942511757,1.139869218,Subcanopy
TFE_168,Jul-23,-0.873333333,-0.14,TFE,13/07/2023,13/07/2023 13:00,27.17225075,37.24225668,0.382537192,73.95437635,395.713524,FALSE,13/07/2023 13:00,0.756509806,1.008010169,Emergent
